영화명,개봉일,관객수,누적관객수,year_month
2018EUSFF - 로랭 셰프와 함께하는 유럽의 맛있는 이야기,,0,0,201806
이산+뛰어도 뛰어도,,0,0,201806
중국1978,,0,0,201806
"문화가 있는 날 6월  움프극장 / 내일의 노래, 볼더링의 모든 것",,0,0,201806
리골레토,2018-06-03,0,0,201806
심야식당 2,2017-06-08,0,46700,201806
B급 며느리,2018-01-17,0,19636,201806
바닷마을 다이어리,2015-12-17,0,101675,201806
오리엔트 특급 살인사건,,0,0,201806
건당위업,,0,60,201806
설국열차,2013-08-01,0,9350351,201806
귀로(歸路),,0,2448,201806
언스토퍼블,2010-11-10,0,452320,201806
청춘쌍곡선,1956-04-10,0,1472,201806
죽음의 다섯 손가락,1972-12-02,0,850,201806
티켓,1986-08-23,0,0,201806
2018EUSFF - 유럽 애니메이션과 오케스트라 실황연주,,0,0,201806
어벤져스: 인피니티 워,2018-04-25,5804474,11064756,201805
데드풀 2,2018-05-16,3386348,3386348,201805
독전,2018-05-22,2549691,2549691,201805
챔피언,2018-05-01,1124264,1127719,201805
레슬러,2018-05-09,763401,768579,201805
버닝,2018-05-17,484119,484119,201805
피터 래빗,2018-05-16,318472,318472,201805
트루스 오어 데어,2018-05-22,230173,230173,201805
한 솔로: 스타워즈 스토리,2018-05-24,165935,165935,201805
얼리맨,2018-05-03,117149,120896,201805
"안녕, 나의 소녀",2018-05-16,99389,99389,201805
커다랗고 커다랗고 커다란 배,2018-05-03,93254,94427,201805
당갈,2018-04-25,60221,105145,201805
"그날, 바다",2018-04-12,53865,540153,201805
매직빈,2018-05-03,53813,55013,201805
"부르고뉴, 와인에서 찾은 인생",2018-05-03,47711,48710,201805
레오나르도 다 빈치,2018-04-26,45034,64301,201805
루비 스팍스,2018-05-10,29418,29626,201805
원더스트럭,2018-05-03,25430,26317,201805
중2병이라도 사랑이 하고 싶어! 테이크 온 미,2018-05-10,24219,24219,201805
데자뷰,2018-05-30,23017,23017,201805
마징가 Z: 인피니티,2018-05-17,21562,21562,201805
콰이어트 플레이스,2018-04-12,20270,526073,201805
다이노 헌터: 티렉스VS파키리노 대격돌,2018-05-17,19454,19454,201805
위 베어 베어스: 베이비 베어스,2018-05-24,13957,13957,201805
임을 위한 행진곡,2018-05-16,13137,17736,201805
콜 미 바이 유어 네임,2018-03-22,12997,196297,201805
"스탠바이, 웬디",2018-05-30,11666,11806,201805
5.18 힌츠페터 스토리,2018-05-17,10123,10123,201805
트립 투 스페인,2018-05-17,10103,10103,201805
레이디 버드,2018-04-04,9177,101459,201805
무문관,2018-04-19,9072,20047,201805
보리 vs 매켄로,2018-05-10,8812,8947,201805
에델과 어니스트,2018-05-10,8256,8256,201805
케이크메이커,2018-05-24,7490,7490,201805
"세라비, 이것이 인생!",2018-05-30,7326,7326,201805
램페이지,2018-04-12,7240,1385511,201805
씨 오브 트리스,2018-05-10,7087,7087,201805
덕구,2018-04-05,7043,313231,201805
아기곰 보보 구출 대작전,2018-04-25,6167,16447,201805
살인소설,2018-04-25,6062,49682,201805
문호 스트레이독스 [데드 애플],2018-04-05,5848,29498,201805
겨울왕국의 무민,2018-02-08,5272,24559,201805
탐정: 리턴즈,2018-06-13,4834,4834,201805
청년 마르크스,2018-05-17,4519,4896,201805
서산개척단,2018-05-24,4177,4177,201805
레디 플레이어 원,2018-03-28,4126,2251305,201805
클레어의 카메라,2018-04-25,4073,9312,201805
라이크 크레이지,2018-05-30,3905,3905,201805
디트로이트,2018-05-31,3630,3630,201805
박하사탕,2000-01-01,3534,9441,201805
킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,3372,124295,201805
꼬마영웅 바비,2018-05-30,3324,3324,201805
렛 더 선샤인 인,2018-04-26,3114,6456,201805
샷 콜러,2018-05-04,3021,3147,201805
블랙 팬서,2018-02-14,2876,5398994,201805
다이빙벨 그후,2018-05-24,2554,2554,201805
라이프 오브 파이,2013-01-01,2461,1634734,201805
홈,2018-05-30,2355,2355,201805
바라나시,2018-05-24,2032,2032,201805
나를 기억해,2018-04-19,1999,140975,201805
파리 오페라,2018-05-17,1987,2135,201805
쿼바디스,1973-01-13,1784,16804,201805
콜럼버스,2018-04-19,1714,8068,201805
정글번치: 최강 악당의 등장,2018-04-19,1709,37343,201805
택시운전사,2017-08-02,1600,12188365,201805
당신의 부탁,2018-04-19,1575,25787,201805
몬태나,2018-04-19,1570,29351,201805
소공녀,2018-03-22,1393,58532,201805
불한당: 나쁜 놈들의 세상,2017-05-17,1314,953135,201805
바람 바람 바람,2018-04-05,1314,1194221,201805
판타스틱 우먼,2018-04-19,1312,7432,201805
극장판 뚝딱뚝딱 밥아저씨: 메가 머신의 역습,2018-04-19,1266,7803,201805
원더,2017-12-27,1232,259413,201805
팬텀 스레드,2018-03-08,1191,28872,201805
플로리다 프로젝트,2018-03-07,1164,93709,201805
토스카,2018-05-05,1147,1147,201805
해원,2018-05-10,1122,1293,201805
위대한 쇼맨,2017-12-20,1100,1402465,201805
맨 오브 마스크,2018-04-12,1099,7891,201805
번개맨과 신비의 섬,2018-04-05,1084,60561,201805
극장판 페어리 테일: 드래곤 크라이,2018-05-31,1081,1081,201805
곤지암,2018-03-28,1067,2675559,201805
크리미널 스쿼드,2018-04-19,1046,28477,201805
호비와 매직 아일랜드,2018-06-06,972,972,201805
공작부인,,964,964,201805
라라랜드,2016-12-07,951,3572499,201805
애혼,,944,1803,201805
누구를 위하여 종은 울리나,1972-03-18,942,16428,201805
서부 개척사,,938,5421,201805
개같은 내인생,1989-05-27,907,2175,201805
영혼의 순례길,2018-05-24,881,881,201805
밤과 낮 사이,,876,1132,201805
리브 어게인,2018-04-26,873,2148,201805
존 휴스턴 회고전-용서받지 못할 자,,858,4874,201805
파파 오랑후탄,2018-04-19,850,1948,201805
삼손,2018-04-19,845,1908,201805
아이다,2018-04-04,844,2002,201805
지금 만나러 갑니다,2018-03-14,825,2601299,201805
굿 매너스,2018-05-03,796,995,201805
초원의 빛,1972-03-18,774,18176,201805
시로코,,767,1049,201805
사랑의 종이 울릴 때,,763,2197,201805
스파키,2018-04-12,755,35436,201805
쓰리 빌보드,2018-03-15,718,97480,201805
젊은 사자들,,696,3477,201805
디아볼릭,,685,1627,201805
수성못,2018-04-19,672,3681,201805
해저 2만리,,662,9067,201805
오션스8,2018-06-13,648,648,201805
소돔과 고모라,1974-04-25,648,3905,201805
거리의 악사,,643,643,201805
빠삐용,1974-09-07,625,13687,201805
오목소녀,2018-05-24,611,611,201805
류이치 사카모토: 코다,2018-06-14,607,607,201805
정글,2018-05-31,600,600,201805
벅스 프렌즈,2018-06-06,597,597,201805
솔로몬과 시바의 여왕,1972-11-24,583,7493,201805
슬픔은 그대 가슴에,1999-05-08,580,11003,201805
브라바도스,,562,3897,201805
배틀트립 투 그리스,2018-04-26,555,993,201805
나는 살고 싶다,,554,2195,201805
성의,1986-12-31,551,5634,201805
산상수훈,2017-12-07,529,43842,201805
황야의 역마차,,514,2325,201805
뮤직맨,,505,505,201805
새벽의 기수,,499,677,201805
미켈란젤로 : 사랑과 죽음,2018-05-31,491,491,201805
바라바,,488,3447,201805
열다섯의 순수,2018-05-03,487,487,201805
파계,,484,4233,201805
바나나쏭의 기적,2018-03-08,456,9738,201805
삼손과 데릴라,1974-12-21,449,12681,201805
극장판 프리! - 테이크 유어 마크 -,2018-04-12,447,8981,201805
이창,,445,4663,201805
개들의 섬,2018-06-21,440,440,201805
에스더의 왕,,438,2109,201805
다시 태어나도 우리,2017-09-27,431,38043,201805
개선문,,429,2570,201805
막달라 마리아: 부활의 증인,2018-03-28,425,30790,201805
로미오와 줄리엣,2018-05-20,409,409,201805
셰이프 오브 워터: 사랑의 모양,2018-02-22,376,505951,201805
대장 부리바,1973-06-29,375,12887,201805
리오 브라보,,370,8920,201805
아바타,2009-12-17,360,13302997,201805
미션,1986-12-24,359,33803,201805
맹진사댁 경사,,357,4058,201805
리틀 포레스트,2018-02-28,340,1504546,201805
세인트 메리의 종,,336,1638,201805
달링,2018-04-12,335,27877,201805
밤쉘,2018-06-07,319,319,201805
안데르센,,311,1402,201805
족구왕,2014-08-21,311,47055,201805
오아시스 세탁소,2018-05-09,308,308,201805
미드나잇 인 파리,2012-07-05,300,375464,201805
뉴욕 라이브러리에서,2018-10-11,299,549,201805
기생 : 꽃의 고백,2018-01-25,299,1727,201805
여동생 친구,2018-05-23,297,297,201805
운동회,2018-03-22,296,5087,201805
트로이의 헤렌,,293,3661,201805
여사장,,291,2095,201805
마중: 커피숍 난동 수다 사건,2018-05-17,289,289,201805
호랑이보다 무서운 겨울손님,2018-04-12,287,8906,201805
감시자들,2013-07-03,282,5508299,201805
전쟁과 평화,1977-09-27,281,13116,201805
철부지 아씨,1968-03-14,280,2870,201805
퍼시픽 림: 업라이징,2018-03-21,280,1077235,201805
눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,276,368195,201805
미세스 하이드,2018-05-31,275,764,201805
뮤지컬 홀리데이 인,2017-12-20,270,946,201805
투 로드 투게더,,268,334,201805
백야,,268,2029,201805
어느 박람회장에서 생긴 일,,266,266,201805
80일간의 세계일주,,265,4963,201805
흔들리는 물결,2016-10-27,264,1961,201805
로마여 영원하라,,261,464,201805
국제시장,2014-12-17,259,14262766,201805
철원기행,2016-04-21,259,4175,201805
아이 캔 스피크,2017-09-21,258,3280889,201805
늙은 자전거,2015-11-12,258,4963,201805
리버티 밸런스를 쏜 사나이,,252,4175,201805
엄마의 공책,2018-03-15,251,8697,201805
델마와 루이스,1993-11-27,249,9166,201805
야한 짓: 감독판,2018-05-29,244,244,201805
중독: 관음증-감독판,2018-05-29,244,244,201805
월터의 상상은 현실이 된다,2013-12-31,243,956196,201805
레터스 투 줄리엣,2010-10-06,240,583354,201805
내 엄마의 친구,2018-05-17,239,239,201805
순수한 사람들,,237,659,201805
메이플쏘프,2018-06-21,231,326,201805
내일,2018-04-05,228,789,201805
샤인,1997-01-25,228,16926,201805
울보 권투부,2015-10-29,226,2264,201805
교수목,,222,4356,201805
거룩한 분노,2018-06-28,218,250,201805
포크 촙 힐,,218,3188,201805
더 포스트,2018-02-28,215,137553,201805
오페라의 유령,2004-12-08,210,1577636,201805
비상착륙,,208,1353,201805
청설,2010-06-17,207,16430,201805
기동전사 건담 디 오리진Ⅴ: 격돌 루움 전투,2018-06-13,204,204,201805
기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,2018-06-13,204,204,201805
비긴 어게인,2014-08-13,203,3434330,201805
부러진 화살,,202,2184,201805
돌아온다,2017-12-07,198,14036,201805
캐롤,2016-02-04,190,321233,201805
신은 죽지 않았다 2,2016-04-07,186,38614,201805
참외향기,2018-05-31,185,185,201805
킬링 디어,2018-07-12,183,497,201805
피의 연대기,2018-01-18,183,10261,201805
다시..올래,2018-04-26,182,273,201805
스톤 부인의 로마의 봄,,182,3125,201805
500일의 썸머,2010-01-21,180,286288,201805
어린 처제,2018-05-04,180,180,201805
딸의 애인,2018-05-04,180,180,201805
어린 이모,2018-05-09,180,180,201805
형님 아내4(우주공주 춘향),2018-04-25,179,180,201805
내 사랑,2017-07-12,174,336646,201805
체실 비치에서,2018-09-20,169,169,201805
야생의 순수,,168,1772,201805
요조숙녀,,168,168,201805
특별한 날,,165,332,201805
아파치요새,1971-05-01,164,4011,201805
성월동화,1999-08-28,161,3374,201805
남자와 여자,2018-05-31,158,158,201805
12 솔져스,2018-01-31,157,223740,201805
한낮의 유성,2018-04-19,157,5881,201805
사랑방 손님과 어머니,,155,3472,201805
아파트 생태계,,151,526,201805
아버지를 찾아서,2018-04-12,150,279,201805
아이 필 프리티,2018-06-06,149,149,201805
대황원,,149,1978,201805
빌리 엘리어트,2001-02-16,145,26564,201805
"서서평, 천천히 평온하게",2017-04-26,144,123840,201805
용의자 X적헌신,2018-04-19,144,462,201805
아이 캔 온리 이매진,2018-06-21,142,142,201805
버블 패밀리,2018-12-20,140,399,201805
노무현입니다,2017-05-25,140,1855489,201805
러빙 빈센트,2017-11-09,139,409249,201805
"지금, 만나러 갑니다",2005-03-25,139,176553,201805
아버지의 인생,,137,758,201805
아가씨와 건달들,1997-11-15,134,5978,201805
내게 남은 사랑을,2017-11-02,130,27986,201805
착한 엄마친구 2,2018-05-03,129,129,201805
엄마의 연애,2018-05-29,129,129,201805
정사 : 어린 새엄마,2018-05-31,128,128,201805
나이아가라,,128,7663,201805
아내의 엄마,2018-05-10,128,128,201805
정사 : 아내의 친구,2018-05-17,128,128,201805
해피 어게인,2018-03-28,127,14454,201805
엔테베 작전,2018-06-07,126,126,201805
언니는 말괄량이,,126,4571,201805
마이 플레이스,2014-01-30,126,2951,201805
기인들,,125,3165,201805
가면의 정사,1993-01-22,121,158,201805
걸즈 앤 판처 극장판,2016-08-25,120,31615,201805
장모학개론,2018-05-22,120,120,201805
노 게임 노 라이프 -제로-,2017-10-19,120,91212,201805
대해적,,118,4059,201805
지상 최대의 작전,,116,6108,201805
마담 드...,,114,325,201805
원스,2007-09-20,113,270788,201805
하나 그리고 둘,2000-10-28,111,380,201805
웃는 남자,2013-03-28,110,57948,201805
마담 프루스트의 비밀정원,2014-07-24,108,144188,201805
비밥바룰라,2018-01-24,105,46817,201805
킬리만자로의 눈,,103,8211,201805
밤은 짧아 걸어 아가씨야,2018-03-29,99,6779,201805
월요일이 사라졌다,2018-02-22,99,903175,201805
슬픔이여 안녕,,96,3877,201805
록키 호러 픽쳐 쇼,1998-06-20,92,5721,201805
미니특공대X,2018-03-22,91,99952,201805
기사도,,89,89,201805
플라스틱 바다,,89,89,201805
블레이드 러너: 파이널 컷,1993-05-08,87,8500,201805
일 포스티노,1996-03-09,85,14771,201805
베라크루스,1971-02-13,85,9417,201805
글루미 선데이,2000-10-21,84,24140,201805
다정불심,,83,2567,201805
산타모니카 인 러브,2018-05-31,81,81,201805
뉴욕으로 간 타잔,,80,387,201805
왕자와 무희,,79,4046,201805
델타포스2,1991-09-20,79,79,201805
보리수,,78,950,201805
고스트 스토리,2017-12-28,77,8416,201805
범일동 극장 트리오,,76,76,201805
실종: 비밀의 소녀,2018-04-26,76,318,201805
십팔나한,2018-05-03,76,76,201805
그랑블루: 자크 마욜의 삶,,75,75,201805
병속에 담긴 편지,1999-04-24,74,74,201805
태양의 눈물,2003-04-04,74,74,201805
모호크족의 북소리,,73,2258,201805
길고 긴 여름날,,72,2484,201805
서유기 2017: 손오공 대 요괴 백골정,2018-05-24,72,72,201805
플라스틱 차이나,,72,141,201805
해는 또다시 뜬다,,71,3065,201805
주말,,71,121,201805
울타리 밖의 사람들,,70,70,201805
쓰리아미고,1987-05-09,70,70,201805
원더풀 라이프,2001-12-09,70,20979,201805
아파치,,69,3042,201805
립반윙클의 신부: 스페셜 에디션,2016-10-13,68,2228,201805
나의 산티아고,2016-07-14,67,94310,201805
왕의 남자,2005-12-29,66,10513781,201805
창세기 2.0,,66,66,201805
키리바시의 방주,,65,65,201805
눈꺼풀,2018-04-12,65,1200,201805
그녀,2014-05-22,64,355837,201805
스펠바운드,,64,703,201805
공짜 점심 사회,,64,64,201805
아가씨(확장판),,64,13697,201805
철의 심장을 가진 남자,2018-11-08,63,63,201805
넘버 2,,63,63,201805
마미,2014-12-18,63,58692,201805
극사적 에로스,,62,176,201805
머니백,2018-04-12,62,53610,201805
그것만이 내 세상,2018-01-17,62,3418043,201805
고공침투,1995-02-18,61,61,201805
산호초를 따라서,,60,60,201805
커뮤터,2018-01-24,60,286042,201805
봄날은 간다,2001-09-28,59,2448,201805
천사탈주,,59,59,201805
불편한 진실 2,,59,59,201805
사이버 세상에 대한 몽상,,59,192,201805
파이어폭스,,59,111,201805
36시간,,58,58,201805
롤라 몽테스,,57,181,201805
포레스트 검프,1994-10-15,57,15361,201805
죽음의 천사,2018-04-07,56,709,201805
빙하를 따라서,,56,71,201805
"괜찮아요, 미스터 브래드",2017-09-21,56,17747,201805
토마토 제국,,55,55,201805
비포 더 플러드,,55,55,201805
소녀 독수리 사냥꾼,,55,55,201805
크로커다일 던디,1987-05-02,55,55,201805
사랑이 꽃피는 지구별 –인디피크닉2018,,54,120,201805
킬링필드,1985-06-01,54,54,201805
스포트라이트,2016-02-24,54,300674,201805
련희와 연희,2017-12-14,53,1110,201805
우아한 거짓말,2014-03-13,50,1619651,201805
제네시스: 세상의 소금,2015-02-26,49,7477,201805
옥자,2017-06-29,49,322206,201805
파리로 가는 길,2017-08-03,47,119243,201805
5월 단편 상상극장-가족의 모양들,,47,47,201805
꾸뻬씨의 행복여행,2014-11-27,46,125813,201805
요리의 여신들,,45,106,201805
터뷸런스,1998-05-30,44,44,201805
메이어링에서 사라예보까지,,43,43,201805
서바이벌 게임,,43,43,201805
더티 화이터,1979-01-28,43,43,201805
델타포스,1986-08-15,43,43,201805
살아남은 아이,2018-08-30,43,310,201805
블라디미르와 로자,,42,42,201805
중국 여인,,42,42,201805
바람과 함께 사라지다,1972-12-23,42,20847,201805
이별계약,2013-06-20,42,18343,201805
매트 헌터,1986-05-03,41,41,201805
공중 트라피스,,41,4613,201805
봄 이야기,,41,549,201805
칼리토,1994-02-05,41,41,201805
티벳에서의7년,1997-12-20,41,41,201805
뽀로로 극장판 공룡섬 대모험,2017-12-07,41,827021,201805
쾌락,,40,177,201805
어네스트와 셀레스틴,2014-02-20,40,49743,201805
비장의 술수,,40,40,201805
퍼스널 쇼퍼,2017-02-09,40,14617,201805
비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,2016-10-19,39,18167,201805
용순,2017-06-08,39,13383,201805
불편한 영화제 + 더글라스 톰킨스: 자연을 남기다,,39,39,201805
태양을 덮다,2021-03-11,39,39,201805
즐거운 지식,,39,39,201805
여성으로 살아가기 –인디피크닉2018,,39,139,201805
"감각의 시간, 기억의 공간 –인디피크닉2018",,39,58,201805
종착역,,39,8218,201805
너와 극장에서,2018-06-28,39,351,201805
맨 프럼 어스2: 홀로신,2018-05-16,39,39,201805
아웃도어 비긴즈,2018-05-21,38,39,201805
아디오스 사바타,1972-04-20,38,38,201805
카운터스,2018-08-15,38,143,201805
